Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,6,0,10,1,6,0,18,1,70
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,23,2,6,1,8,0,4,0,15,1,60
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,1,5,0,7,0,3,1,13,1,50
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,23,1,6,0,9,1,4,0,15,1,60
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,8,0,2,0,3,0,2,0,5,0,20
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,7,1,2,0,3,1,1,0,5,0,20
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,8,0,2,0,3,0,1,0,5,1,20
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,23,1,6,0,7,0,4,0,12,1,54
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,1,0,1,0,1,0,3,0,11
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,82,4,18,1,25,1,12,1,45,2,191
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),16,1,4,0,5,0,3,0,8,1,38
Indian Institute of Information Technology(IIIT) Kottayam,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,23,1,6,0,7,0,4,0,12,1,54
Indian Institute of Information Technology(IIIT) Kottayam,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,1,0,1,0,1,0,3,0,11
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Cyber Security
 (4 Years, Bachelor of Technology)",All India,Gender-Neutral,23,1,6,0,7,0,4,0,12,1,54
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering with specialization in Cyber Security
 (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,1,0,1,0,1,0,3,0,11
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,49,2,10,1,16,1,9,0,30,2,120
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,36,2,9,0,12,1,6,0,23,1,90
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))",All India,Gender-Neutral,13,1,2,0,4,0,2,0,7,1,30
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))",All India,Gender-Neutral,13,1,2,0,4,0,2,0,8,0,30
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,1,7,0,9,1,5,0,17,1,66
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Data Science and Analytics) (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,1,7,0,9,1,5,0,17,1,66
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Data Science and Analytics) (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Human Computer lnteraction and Gaming Technology) (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,1,7,0,9,1,5,0,17,1,66
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science Engineering (Human Computer lnteraction and Gaming Technology) (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,1,7,0,9,1,5,0,17,1,66
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,85,5,21,1,32,2,16,1,57,3,223
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,57,3,14,1,22,1,10,1,39,2,150
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,65,3,16,1,24,1,12,1,43,2,168
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),16,1,4,0,6,0,3,0,10,1,41
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,5,0,7,0,4,0,12,1,48
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,12
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,59,2,14,1,21,1,11,0,39,2,150
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,0,2,0,2,0,1,0,4,0,15
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,30,1,7,0,11,0,5,0,20,1,75
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,2,0,1,0,1,0,8
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,0,3,1,9,0,5,0,14,1,60
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,6
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,1,0,4,0,2,0,7,0,27
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,1,0,0,0,1,0,1,0,3
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,57,3,14,1,22,1,10,1,39,2,150
Indian Institute of Information Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,38,2,10,0,14,1,8,0,25,2,100
Indian Institute of Information Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,48,2,12,1,18,1,9,0,32,2,125
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,8,0,11,1,6,0,20,1,75
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,2,0,3,0,2,0,5,0,15
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,8,0,11,1,6,0,20,1,75
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,2,0,3,0,2,0,5,0,15
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,1,6,0,8,1,4,0,13,1,56
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,0,1,0,2,0,1,0,4,0,14
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,23,2,6,0,10,0,5,0,17,1,64
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),7,0,2,0,2,0,1,0,3,1,16
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,5,0,7,0,4,0,12,1,48
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,1,0,2,0,1,0,2,1,12
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,34,2,8,1,13,1,7,0,23,1,90
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,1,2,0,3,0,1,0,5,0,18
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,1,3,0,4,0,2,0,7,0,27
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,2
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,10,1,3,0,4,0,3,0,7,0,28
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",ASSAM,Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,3
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,1,3,0,4,0,2,0,7,0,27
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,2
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,10,1,3,0,4,0,3,0,7,0,28
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ASSAM,Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,3
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,1,3,0,4,0,2,0,7,0,27
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,2
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,10,1,3,0,4,0,3,0,7,0,28
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",ASSAM,Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,3
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,1,0,4,0,18
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,6,1,2,0,2,0,4,1,0,0,16
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,8,0,10,1,6,0,18,1,72
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,26,1,7,1,6,1,18,1,0,0,61
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,4,0,5,0,3,0,8,1,35
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,14,1,2,1,3,1,8,1,0,0,31
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,4,0,5,0,3,0,8,1,35
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,14,1,2,1,3,1,8,1,0,0,31
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,41,2,11,0,16,1,8,0,27,1,107
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,39,2,10,1,10,1,28,1,0,0,92
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,41,2,11,0,16,1,8,0,27,1,107
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,39,2,10,1,10,1,28,1,0,0,92
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,28,0,8,0,11,0,6,0,19,0,72
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,27,0,8,0,7,0,19,0,0,0,61
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,0,4,0,5,0,3,0,9,0,35
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,15,0,3,0,4,0,9,0,0,0,31
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,0,4,0,5,0,3,0,9,0,35
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,15,0,3,0,4,0,9,0,0,0,31
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Food Engineering  and Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,1,0,4,0,18
"Birla Institute of Technology, Mesra,  Ranchi","Food Engineering  and Technology (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Food Engineering  and Technology (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,6,1,2,0,2,0,4,1,0,0,16
"Birla Institute of Technology, Mesra,  Ranchi","Food Engineering  and Technology (4 Years, Bachelor of Technology)",JHARKHAND,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,8,0,2,0,3,0,2,0,5,0,20
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",JHARKHAND,Gender-Neutral,10,0,2,0,2,0,5,0,0,0,19
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",JHARKHAND,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",All India,Gender-Neutral,14,1,4,0,5,0,3,0,10,0,37
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",JHARKHAND,Gender-Neutral,16,1,2,1,3,1,8,1,0,0,33
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",JHARKHAND,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)",All India,Gender-Neutral,9,0,2,0,3,0,1,0,4,0,19
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)",JHARKHAND,Gender-Neutral,8,0,2,0,1,0,4,0,0,0,15
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)",JHARKHAND,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",All India,Gender-Neutral,9,0,2,0,3,0,1,0,4,0,19
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",JHARKHAND,Gender-Neutral,8,0,1,0,1,0,4,0,0,0,14
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",JHARKHAND,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,90,4,22,1,32,2,16,1,59,3,230
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,45,2,11,1,16,1,8,0,29,2,115
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,44,2,11,0,17,1,8,1,30,1,115
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,45,2,10,1,16,1,8,1,29,2,115
"Gurukula Kangri Vishwavidyalaya, Haridwar","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Indian Institute of Carpet Technology,  Bhadohi","Carpet  and Textile Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,2,1,4,1,1,1,7,1,33
"Indian Institute of Carpet Technology,  Bhadohi","Carpet  and Textile Technology (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,0,4,0,6,0,3,0,11,0,39
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
